id,geller_sku,major_item,type,stone_shape,stone_size,Karats,setting_sku,soldering_sku_per_post_or_back,stuller_sku,qty_to_order_of_stuller_sku,part_cost_note,JLRC_labor_torch,JLRC_labor_laser,picklist_item_if_needed,picklist_quantity_if_needed,picklist_stuller_if_needed,note,dependent_part_skus,comparative_percentage_to_sku,created_at,updated_at,deleted_at
380,41301,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Oval,10x8mm,18ktyg,70606,,"[""1870:306859:S""]",2,,,,,2,"[""1912:39109:S""]",0,0,0,,,
381,41302,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Oval,10x8mm,18ktwg,70606,,"[""1870:306858:S""]",2,,,,,2,"[""1912:292742:S""]",0,0,0,,,
382,41303,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Oval,10x8mm,Platinum,70606,,"[""1870:306857:S""]",2,,,,,2,"[""3513:27891:S""]",0,0,0,,,
383,41304,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Oval,10x8mm,Silver,70606,,"[""1870:47064:S""]",2,,,,,2,"[""1912:3077:S""]",0,0,0,,,
384,41305,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Oval,11x9mm,14ktyg,70607,,"[""1870:47051:S""]",2,,,,,2,"[""1912:3073:S""]",0,0,0,,,
385,41306,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Oval,11x9mm,14ktwg,70607,,"[""1870:47050:S""]",2,,,,,2,"[""1912:3072:S""]",0,0,0,,,
386,41307,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Oval,11x9mm,18ktyg,70607,,"[""1870:306861:S""]",2,,,,,2,"[""1912:39109:S""]",0,0,0,,,
387,41308,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Oval,11x9mm,18ktwg,70607,,"[""1870:306860:S""]",2,,,,,2,"[""1912:292742:S""]",0,0,0,,,
388,41309,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Oval,11x9mm,Platinum,70607,,"[""1870:47052:S""]",2,,,,,2,"[""3513:27891:S""]",0,0,0,,,
389,41310,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Oval,11x9mm,Silver,70607,,"[""1870:25545:S""]",2,,,,,2,"[""1912:3077:S""]",0,0,0,,,
390,41311,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Oval,12x10mm,14ktyg,70608,,"[""1870:47049:S""]",2,,,,,2,"[""1912:3073:S""]",0,0,0,,,
391,41312,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Oval,12x10mm,14ktwg,70608,,"[""1870:47048:S""]",2,,,,,2,"[""1912:3072:S""]",0,0,0,,,
392,41313,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Oval,12x10mm,18ktyg,70608,,"[""1870:306864:S""]",2,,,,,2,"[""1912:39109:S""]",0,0,0,,,
393,41314,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Oval,12x10mm,18ktwg,70608,,"[""1870:306863:S""]",2,,,,,2,"[""1912:292742:S""]",0,0,0,,,
394,41315,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Oval,12x10mm,Platinum,70608,,"[""1870:306862:S""]",2,,,,,2,"[""3513:27891:S""]",0,0,0,,,
395,41316,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Oval,12x10mm,Silver,70608,,"[""1870:470490:S""]",2,,,,,2,"[""1912:3077:S""]",0,0,0,,,
396,41317,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,3.0mm,14ktyg,70801,,"[""23280:100010:S""]",2,,,,,2,"[""1912:3073:S""]",0,0,0,,,
397,41318,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,3.0mm,14ktwg,70801,,"[""23280:100010:S""]",2,,,,,2,"[""1912:3072:S""]",0,0,0,,,
398,41319,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,3.0mm,18ktyg,70801,,"[""23280:306739:S""]",2,,,,,2,"[""1912:39109:S""]",0,0,0,,,
399,41320,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,3.0mm,18ktwg,70801,,"[""23280:306740:S""]",2,,,,,2,"[""1912:292742:S""]",0,0,0,,,
400,41321,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,3.0mm,Platinum,70801,,"[""23280:303889:S""]",2,,,,,2,"[""3513:27891:S""]",0,0,0,,,
401,41322,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,3.0mm,Silver,70801,,"[""23280:328560:S""]",2,,,,,2,"[""1912:3077:S""]",0,0,0,,,
402,41323,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,3.5mm,14ktyg,70801,,"[""23280:100023:S""]",2,,,,,2,"[""1912:3073:S""]",0,0,0,,,
403,41324,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,3.5mm,14ktwg,70801,,"[""23280:100022:S""]",2,,,,,2,"[""1912:3072:S""]",0,0,0,,,
404,41325,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,3.5mm,18ktyg,70801,,"[""23280:306743:S""]",2,,,,,2,"[""1912:39109:S""]",0,0,0,,,
405,41326,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,3.5mm,18ktwg,70801,,"[""23280:306744:S""]",2,,,,,2,"[""1912:292742:S""]",0,0,0,,,
406,41327,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,3.5mm,Platinum,70801,,"[""23280:306742:S""]",2,,,,,2,"[""3513:27891:S""]",0,0,0,,,
407,41328,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,3.5mm,Silver,70801,,"[""23280:328561:S""]",2,,,,,2,"[""1912:3077:S""]",0,0,0,,,
408,41329,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,4.0mm,14ktyg,70801,,"[""23280:100026:S""]",2,,,,,2,"[""1912:3073:S""]",0,0,0,,,
409,41330,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,4.0mm,14ktwg,70801,,"[""23280:100025:S""]",2,,,,,2,"[""1912:3072:S""]",0,0,0,,,
410,41331,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,4.0mm,18ktyg,70801,,"[""23280:306746:S""]",2,,,,,2,"[""1912:39109:S""]",0,0,0,,,
411,41332,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,4.0mm,18ktwg,70801,,"[""23280:306747:S""]",2,,,,,2,"[""1912:292742:S""]",0,0,0,,,
412,41333,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,4.0mm,Platinum,70801,,"[""23280:303888:S""]",2,,,,,2,"[""3513:27891:S""]",0,0,0,,,
413,41334,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,4.0mm,Silver,70801,,"[""23280:328562:S""]",2,,,,,2,"[""1912:3077:S""]",0,0,0,,,
414,41335,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,4.5mm,14ktyg,70801,,"[""23280:100017:S""]",2,,,,,2,"[""1912:3073:S""]",0,0,0,,,
415,41336,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,4.5mm,14ktwg,70801,,"[""23280:100016:S""]",2,,,,,2,"[""1912:3072:S""]",0,0,0,,,
416,41337,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,4.5mm,18ktyg,70801,,"[""23280:306749:S""]",2,,,,,2,"[""1912:39109:S""]",0,0,0,,,
417,41338,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,4.5mm,18ktwg,70801,,"[""23280:306750:S""]",2,,,,,2,"[""1912:292742:S""]",0,0,0,,,
418,41339,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,4.5mm,Platinum,70801,,"[""23280:303890:S""]",2,,,,,2,"[""3513:27891:S""]",0,0,0,,,
419,41340,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,4.5mm,Silver,70801,,"[""23280:328563:S""]",2,,,,,2,"[""1912:3077:S""]",0,0,0,,,
420,41341,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,5.0mm,14ktyg,70803,,"[""23280:100029:S""]",2,,,,,2,"[""1912:3073:S""]",0,0,0,,,
421,41342,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,5.0mm,14ktwg,70803,,"[""23280:100028:S""]",2,,,,,2,"[""1912:3072:S""]",0,0,0,,,
422,41343,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,5.0mm,18ktyg,70803,,"[""23280:306752:S""]",2,,,,,2,"[""1912:39109:S""]",0,0,0,,,
423,41344,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,5.0mm,18ktwg,70803,,"[""23280:306753:S""]",2,,,,,2,"[""1912:292742:S""]",0,0,0,,,
424,41345,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,5.0mm,Platinum,70803,,"[""23280:303884:S""]",2,,,,,2,"[""3513:27891:S""]",0,0,0,,,
425,41346,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,5.0mm,Silver,70803,,"[""23280:328564:S""]",2,,,,,2,"[""1912:3077:S""]",0,0,0,,,
426,41347,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,5.5mm,14ktyg,70803,,"[""23280:100020:S""]",2,,,,,2,"[""1912:3073:S""]",0,0,0,,,
427,41348,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,5.5mm,14ktwg,70803,,"[""23280:100019:S""]",2,,,,,2,"[""1912:3072:S""]",0,0,0,,,
428,41349,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,5.5mm,18ktyg,70803,,"[""23280:100031:S""]",2,,,,,2,"[""1912:39109:S""]",0,0,0,,,
429,41350,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,5.5mm,18ktwg,70803,,"[""23280:303887:S""]",2,,,,,2,"[""1912:292742:S""]",0,0,0,,,
430,41351,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,5.5mm,Platinum,70803,,"[""23280:303885:S""]",2,,,,,2,"[""3513:27891:S""]",0,0,0,,,
431,41352,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,5.5mm,Silver,70803,,"[""23280:328565:S""]",2,,,,,2,"[""1912:3077:S""]",0,0,0,,,
432,41353,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,6.0mm,14ktyg,70805,,"[""23280:303881:S""]",2,,,,,2,"[""1912:3073:S""]",0,0,0,,,
433,41354,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,6.0mm,14ktwg,70805,,"[""23280:303883:S""]",2,,,,,2,"[""1912:3072:S""]",0,0,0,,,
434,41355,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,6.0mm,18ktyg,70805,,"[""23280:306756:S""]",2,,,,,2,"[""1912:39109:S""]",0,0,0,,,
435,41356,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,6.0mm,18ktwg,70805,,"[""23280:306757:S""]",2,,,,,2,"[""1912:292742:S""]",0,0,0,,,
436,41357,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,6.0mm,Platinum,70805,,"[""23280:303891:S""]",2,,,,,2,"[""3513:27891:S""]",0,0,0,,,
437,41358,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,6.0mm,Silver,70805,,"[""23280:328566:S""]",2,,,,,2,"[""1912:3077:S""]",0,0,0,,,
438,41359,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,6.5mm,14ktyg,70805,,"[""23280:100002:S""]",2,,,,,2,"[""1912:3073:S""]",0,0,0,,,
439,41360,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,6.5mm,14ktwg,70805,,"[""23280:100001:S""]",2,,,,,2,"[""1912:3072:S""]",0,0,0,,,
440,41361,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,6.5mm,18ktyg,70805,,"[""23280:306759:S""]",2,,,,,2,"[""1912:39109:S""]",0,0,0,,,
441,41362,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,6.5mm,18ktwg,70805,,"[""23280:306759:S""]",2,,,,,2,"[""1912:292742:S""]",0,0,0,,,
442,41363,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,6.5mm,Platinum,70805,,"[""23280:306761:S""]",2,,,,,2,"[""3513:27891:S""]",0,0,0,,,
443,41364,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,6.5mm,Silver,70805,,"[""23280:328567:S""]",2,,,,,2,"[""1912:3077:S""]",0,0,0,,,
444,41365,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,7.0mm,14ktyg,70807,,"[""23280:100005:S""]",2,,,,,2,"[""1912:3073:S""]",0,0,0,,,
445,41366,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,7.0mm,14ktwg,70807,,"[""23280:100004:S""]",2,,,,,2,"[""1912:3072:S""]",0,0,0,,,
446,41367,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,7.0mm,18ktyg,70807,,"[""23280:306739:S""]",2,,,,,2,"[""1912:39109:S""]",0,0,0,,,
447,41368,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,7.0mm,18ktwg,70807,,"[""23280:306762:S""]",2,,,,,2,"[""1912:292742:S""]",0,0,0,,,
448,41369,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,7.0mm,Platinum,70807,,"[""23280:306761:S""]",2,,,,,2,"[""3513:27891:S""]",0,0,0,,,
449,41370,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,7.0mm,Silver,70807,,"[""23280:328560:S""]",2,,,,,2,"[""1912:3077:S""]",0,0,0,,,
450,41371,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,7.5mm,14ktyg,70807,,"[""23280:100014:S""]",2,,,,,2,"[""1912:3073:S""]",0,0,0,,,
451,41372,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,7.5mm,14ktwg,70807,,"[""23280:100013:S""]",2,,,,,2,"[""1912:3072:S""]",0,0,0,,,
452,41373,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,7.5mm,18ktyg,70807,,"[""23280:100014:S""]",2,,,,,2,"[""1912:39109:S""]",0,0,0,,,
453,41374,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,7.5mm,18ktwg,70807,,"[""23280:306765:S""]",2,,,,,2,"[""1912:292742:S""]",0,0,0,,,
454,41375,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,7.5mm,Platinum,70807,,"[""23280:306764:S""]",2,,,,,2,"[""3513:27891:S""]",0,0,0,,,
455,41376,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,7.5mm,Silver,70807,,"[""23280:328569:S""]",2,,,,,2,"[""1912:3077:S""]",0,0,0,,,
456,41377,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,8.0mm,14ktyg,70807,,"[""23280:100008:S""]",2,,,,,2,"[""1912:3073:S""]",0,0,0,,,
457,41378,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,8.0mm,14ktwg,70807,,"[""23280:100007:S""]",2,,,,,2,"[""1912:3072:S""]",0,0,0,,,
458,41379,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,8.0mm,18ktyg,70807,,"[""23280:306739:S""]",2,,,,,2,"[""1912:39109:S""]",0,0,0,,,
459,41380,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,8.0mm,18ktwg,70807,,"[""23280:306740:S""]",2,,,,,2,"[""1912:292742:S""]",0,0,0,,,
460,41381,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,8.0mm,Platinum,70807,,"[""23280:303889:S""]",2,,,,,2,"[""3513:27891:S""]",0,0,0,,,
461,41382,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,8.0mm,Silver,70807,,"[""23280:328560:S""]",2,,,,,2,"[""1912:3077:S""]",0,0,0,,,
462,41383,Earring Mounting,"3 Prong Open Earrings Mtg, With post and back",Pear Shape,5x3mm,14ktyg,70602,,"[""2510:120954:S""]",2,,,,,2,"[""1912:3073:S""]",0,0,0,,,
463,41384,Earring Mounting,"3 Prong Open Earrings Mtg, With post and back",Pear Shape,5x3mm,14ktwg,70602,,"[""2510:120955:S""]",2,,,,,2,"[""1912:3072:S""]",0,0,0,,,
464,41385,Earring Mounting,"3 Prong Open Earrings Mtg, With post and back",Pear Shape,5x3mm,18ktyg,70602,,"[""2510:121155:S""]",2,,,,,2,"[""1912:39109:S""]",0,0,0,,,
465,41386,Earring Mounting,"3 Prong Open Earrings Mtg, With post and back",Pear Shape,5x3mm,Platinum,70602,,"[""2510:121147:S""]",2,,,,,2,"[""3513:27891:S""]",0,0,0,,,
466,41387,Earring Mounting,"3 Prong Open Earrings Mtg, With post and back",Pear Shape,5x3mm,Silver,70602,,"[""2510:120953:S""]",2,,,,,2,"[""1912:3077:S""]",0,0,0,,,
467,41388,Earring Mounting,"3 Prong Open Earrings Mtg, With post and back",Pear Shape,6x4mm,14ktyg,70602,,"[""2510:120956:S""]",2,,,,,2,"[""1912:3073:S""]",0,0,0,,,
468,41389,Earring Mounting,"3 Prong Open Earrings Mtg, With post and back",Pear Shape,6x4mm,14ktwg,70602,,"[""2510:120957:S""]",2,,,,,2,"[""1912:3072:S""]",0,0,0,,,
469,41390,Earring Mounting,"3 Prong Open Earrings Mtg, With post and back",Pear Shape,6x4mm,18ktyg,70602,,"[""2510:121146:S""]",2,,,,,2,"[""1912:39109:S""]",0,0,0,,,
470,41391,Earring Mounting,"3 Prong Open Earrings Mtg, With post and back",Pear Shape,6x4mm,18ktwg,70602,,"[""2510:121145:S""]",2,,,,,2,"[""1912:292742:S""]",0,0,0,,,
471,41392,Earring Mounting,"3 Prong Open Earrings Mtg, With post and back",Pear Shape,6x4mm,Platinum,70602,,"[""2510:121148:S""]",2,,,,,2,"[""3513:27891:S""]",0,0,0,,,
472,41393,Earring Mounting,"3 Prong Open Earrings Mtg, With post and back",Pear Shape,6x4mm,Silver,70602,,"[""2510:120952:S""]",2,,,,,2,"[""1912:3077:S""]",0,0,0,,,
473,41394,Earring Mounting,"3 Prong Open Earrings Mtg, With post and back",Pear Shape,7x5mm,14ktyg,70603,,"[""2510:120958:S""]",2,,,,,2,"[""1912:3073:S""]",0,0,0,,,
474,41395,Earring Mounting,"3 Prong Open Earrings Mtg, With post and back",Pear Shape,7x5mm,14ktwg,70603,,"[""2510:120959:S""]",2,,,,,2,"[""1912:3072:S""]",0,0,0,,,
475,41396,Earring Mounting,"3 Prong Open Earrings Mtg, With post and back",Pear Shape,7x5mm,18ktyg,70603,,"[""2510:121150:S""]",2,,,,,2,"[""1912:39109:S""]",0,0,0,,,
476,41397,Earring Mounting,"3 Prong Open Earrings Mtg, With post and back",Pear Shape,7x5mm,18ktwg,70603,,"[""2510:121151:S""]",2,,,,,2,"[""1912:292742:S""]",0,0,0,,,
477,41398,Earring Mounting,"3 Prong Open Earrings Mtg, With post and back",Pear Shape,7x5mm,Platinum,70603,,"[""2510:121149:S""]",2,,,,,2,"[""3513:27891:S""]",0,0,0,,,
478,41399,Earring Mounting,"3 Prong Open Earrings Mtg, With post and back",Pear Shape,7x5mm,Silver,70603,,"[""2510:120951:S""]",2,,,,,2,"[""1912:3077:S""]",0,0,0,,,
479,41400,Earring Mounting,"3 Prong Open Earrings Mtg, With post and back",Pear Shape,8x5mm,14ktyg,70604,,"[""2510:120960:S""]",2,,,,,2,"[""1912:3073:S""]",0,0,0,,,
480,41401,Earring Mounting,"3 Prong Open Earrings Mtg, With post and back",Pear Shape,8x5mm,14ktwg,70604,,"[""2510:120961:S""]",2,,,,,2,"[""1912:3072:S""]",0,0,0,,,
481,41402,Earring Mounting,"3 Prong Open Earrings Mtg, With post and back",Pear Shape,8x5mm,18ktyg,70604,,"[""2510:1005:S""]",2,,,,,2,"[""1912:39109:S""]",0,0,0,,,
482,41403,Earring Mounting,"3 Prong Open Earrings Mtg, With post and back",Pear Shape,8x5mm,18ktwg,70604,,"[""2510:121157:S""]",2,,,,,2,"[""1912:292742:S""]",0,0,0,,,
483,41404,Earring Mounting,"3 Prong Open Earrings Mtg, With post and back",Pear Shape,8x5mm,Platinum,70604,,"[""2510:1209600:S""]",2,,,,,2,"[""3513:27891:S""]",0,0,0,,,
484,41405,Earring Mounting,"3 Prong Open Earrings Mtg, With post and back",Pear Shape,8x5mm,Silver,70604,,"[""2510:1001:S""]",2,,,,,2,"[""1912:3077:S""]",0,0,0,,,
485,41406,Earring Mounting,"3 Prong Open Earrings Mtg, With post and back",Pear Shape,9x6mm,14ktyg,70605,,"[""2510:121141:S""]",2,,,,,2,"[""1912:3073:S""]",0,0,0,,,
486,41407,Earring Mounting,"3 Prong Open Earrings Mtg, With post and back",Pear Shape,9x6mm,14ktwg,70605,,"[""2510:121142:S""]",2,,,,,2,"[""1912:3072:S""]",0,0,0,,,
487,41408,Earring Mounting,"3 Prong Open Earrings Mtg, With post and back",Pear Shape,9x6mm,18ktyg,70605,,"[""2510:10021:S""]",2,,,,,2,"[""1912:39109:S""]",0,0,0,,,
488,41409,Earring Mounting,"3 Prong Open Earrings Mtg, With post and back",Pear Shape,9x6mm,18ktwg,70605,,"[""2510:1003:S""]",2,,,,,2,"[""1912:292742:S""]",0,0,0,,,
489,41410,Earring Mounting,"3 Prong Open Earrings Mtg, With post and back",Pear Shape,9x6mm,Platinum,70605,,"[""2510:1004:S""]",2,,,,,2,"[""3513:27891:S""]",0,0,0,,,
490,41411,Earring Mounting,"3 Prong Open Earrings Mtg, With post and back",Pear Shape,9x6mm,Silver,70605,,"[""2510:121140:S""]",2,,,,,2,"[""1912:3077:S""]",0,0,0,,,
491,41412,Earring Mounting,"3 Prong Open Earrings Mtg, With post and back",Pear Shape,10x7mm,14ktyg,70706,,"[""2510:121143:S""]",2,,,,,2,"[""1912:3073:S""]",0,0,0,,,
492,41413,Earring Mounting,"3 Prong Open Earrings Mtg, With post and back",Pear Shape,10x7mm,14ktwg,70706,,"[""2510:121144:S""]",2,,,,,2,"[""1912:3072:S""]",0,0,0,,,
493,41414,Earring Mounting,"3 Prong Open Earrings Mtg, With post and back",Pear Shape,10x7mm,18ktyg,70706,,"[""2510:121159:S""]",2,,,,,2,"[""1912:39109:S""]",0,0,0,,,
494,41415,Earring Mounting,"3 Prong Open Earrings Mtg, With post and back",Pear Shape,10x7mm,18ktwg,70706,,"[""2510:121153:S""]",2,,,,,2,"[""1912:292742:S""]",0,0,0,,,
495,41416,Earring Mounting,"3 Prong Open Earrings Mtg, With post and back",Pear Shape,10x7mm,Platinum,70706,,"[""2510:121152:S""]",2,,,,,2,"[""3513:27891:S""]",0,0,0,,,
496,41417,Earring Mounting,"3 Prong Open Earrings Mtg, With post and back",Pear Shape,10x7mm,Silver,70706,,"[""2510:121139:S""]",2,,,,,2,"[""1912:3077:S""]",0,0,0,,,
497,41418,Earring Mounting,"6 Prong Open Earrings Mtg, With post and back",Marquis,5x3mm,14ktyg,70702,,"[""87321:132:P""]",2,,,,,2,"[""1912:3073:S""]",0,0,0,,,
498,41419,Earring Mounting,"6 Prong Open Earrings Mtg, With post and back",Marquis,5x3mm,14ktwg,70702,,"[""87321:130:P""]",2,,,,,2,"[""1912:3072:S""]",0,0,0,,,
499,41420,Earring Mounting,"6 Prong Open Earrings Mtg, With post and back",Marquis,5x3mm,Platinum,70702,,"[""87321:133:P""]",2,,,,,2,"[""3513:27891:S""]",0,0,0,,,
500,41421,Earring Mounting,"6 Prong Open Earrings Mtg, With post and back",Marquis,5x3mm,Silver,70702,,"[""87321:131:P""]",2,,,,,2,"[""1912:3077:S""]",0,0,0,,,
501,41422,Earring Mounting,"6 Prong Open Earrings Mtg, With post and back",Marquis,6x3mm,14ktyg,70702,,"[""87321:103:P""]",2,,,,,2,"[""1912:3073:S""]",0,0,0,,,
502,41423,Earring Mounting,"6 Prong Open Earrings Mtg, With post and back",Marquis,6x3mm,14ktwg,70702,,"[""87321:101:P""]",2,,,,,2,"[""1912:3072:S""]",0,0,0,,,
503,41424,Earring Mounting,"6 Prong Open Earrings Mtg, With post and back",Marquis,6x3mm,Platinum,70702,,"[""87321:107:P""]",2,,,,,2,"[""3513:27891:S""]",0,0,0,,,
504,41425,Earring Mounting,"6 Prong Open Earrings Mtg, With post and back",Marquis,6x3mm,Silver,70702,,"[""87321:108:P""]",2,,,,,2,"[""1912:3077:S""]",0,0,0,,,
505,41426,Earring Mounting,"6 Prong Open Earrings Mtg, With post and back",Marquis,7x4mm,14ktyg,70704,,"[""87321:123:P""]",2,,,,,2,"[""1912:3073:S""]",0,0,0,,,
506,41427,Earring Mounting,"6 Prong Open Earrings Mtg, With post and back",Marquis,7x4mm,14ktwg,70704,,"[""87321:122:P""]",2,,,,,2,"[""1912:3072:S""]",0,0,0,,,
507,41428,Earring Mounting,"6 Prong Open Earrings Mtg, With post and back",Marquis,7x4mm,Platinum,70704,,"[""87321:121:P""]",2,,,,,2,"[""3513:27891:S""]",0,0,0,,,
508,41429,Earring Mounting,"6 Prong Open Earrings Mtg, With post and back",Marquis,7x4mm,Silver,70704,,"[""87321:124:P""]",2,,,,,2,"[""1912:3077:S""]",0,0,0,,,
509,41430,Earring Mounting,"6 Prong Open Earrings Mtg, With post and back",Marquis,8x4mm,14ktyg,70705,,"[""87321:117:P""]",2,,,,,2,"[""1912:3073:S""]",0,0,0,,,
510,41431,Earring Mounting,"6 Prong Open Earrings Mtg, With post and back",Marquis,8x4mm,14ktwg,70705,,"[""87321:119:P""]",2,,,,,2,"[""1912:3072:S""]",0,0,0,,,
511,41432,Earring Mounting,"6 Prong Open Earrings Mtg, With post and back",Marquis,8x4mm,Platinum,70705,,"[""87321:116:P""]",2,,,,,2,"[""3513:27891:S""]",0,0,0,,,
512,41433,Earring Mounting,"6 Prong Open Earrings Mtg, With post and back",Marquis,8x4mm,Silver,70705,,"[""87321:118:P""]",2,,,,,2,"[""1912:3077:S""]",0,0,0,,,
